timestamp,lat,long,altitude,jNO2,jO3,pressure,temperature,wind_speed,wind_direction,OA_AMS,NO3,H,Ethane,Ethene,Ethyne,x1Butene,CycPentane,x1Hexene,CycHexane,MeCycHexane,EthBenzene,nNonane,iPropBenzene,nDecane,CO2,CH4,CO,N2O,NH3,NO,NO2,O3,PAN,PPN,Propyne,CH3CN,CH3CHO,Acetone,DMS,Furan,Isoprene,MEK,Benzene,Toluene,Monoterpenes,HFC134a,HCFC141b,HCFC22,CH3Cl,CH2Cl2,CHCl3,CH2ClCH2Cl,CH3CCl3,C2Cl4,ClBenzene,CHBrCl2,CHBr2Cl,CH3Br,CH2Br2,CHBr3,CH2ClI,CH3I,CS2,Propane,iButane,nButane,iPentane,nPentane,x2MePentane,x3MePentane,nHexane,x224TrimePentane,nHeptane,nOctane,Tricyclene,aPinene,Camphene,mpXylene,oXylene,Styrene,CH2O,Propanal,Butanal,Acrolein,x2Butenals,CH3OH,C2H5OH,iPropanol,MBO,MAC,MVK,x2MeFuran,x3MeFuran,Furfural,HCN,PropNitrile,Acrylonitrile,MeAcrylonitrile,iPropONO2,nPropONO2,HNCO,HNO3,SO2,HCl,C6H6O,C9H14O4,C10H16O3,C6H10O5,H2O
2018-07-31 20:18:19,43.67236168,244.3638646,4.940578177,0.01175159925,4.096554107e-05,567.5914983,273.1270731,9.012864745,231.351605,25.99950781,1.858610959,1.573614705,,,,,,,,,,,,,409.5035714,1891.292857,256.7357143,332.2142857,2.608107143,,,68.47244643,598.2087143,51.90482143,0.01697265744,0.4133228846,0.6676274845,3.138137174,0.01457640793,0.02882879879,0.009418569538,0.1283400059,0.1487865673,0.03583292865,0.001808949401,112.8,24.3,231.0,,21.7,9.47,7.3,2.35,0.81,0.3,,0.24,10.6,0.68,0.4,,0.32,,299.6,12.5,36.2,7.1,7.3,,,3.5,0.7,6.7,,0.79,,,0.93,0.63,,1704.0,6.6,13.1,,,4769.0,120.5,10.9,,5.7,2.6,,,,579.0,20.1,13.9,,3.4,,495.2738095,,,,,,,,6678.857214
2018-07-31 20:19:59,43.63798936,244.5079758,5.382492868,0.009622692429,3.361789179e-05,536.9034708,269.1866279,10.02426087,238.078231,28.715165,2.13489,1.5739325,,,,,,,,,,,,,409.9178571,1892.307143,271.35,332.1928571,2.489375,,,69.15089286,626.8371429,55.61306429,0.02542893577,0.4367098929,0.6235397742,3.26697524,0.01320448728,0.02476083634,0.007958783153,0.1327118255,0.1629841975,0.03665337165,0.005347937892,120.4,24.7,243.0,560.7,21.2,8.07,8.3,1.79,1.02,,0.45,,9.7,0.73,0.28,,0.52,0.6,358.6,11.8,37.0,6.4,8.4,,,3.7,0.6,8.1,,0.69,,,1.2,0.63,,1664.0,11.5,9.4,1.2,,4657.0,166.6,10.7,,4.3,6.0,,,,602.0,20.3,13.3,,4.17,,545.1678571,,,,,,,,6856.647607
2018-07-31 20:21:39,43.59997632,244.6644129,5.468286429,0.01324572786,4.88790525e-05,531.7210867,268.6783199,13.55541664,249.779745,29.39444112,2.474506427,1.582319894,,,,,,,,,,,,,410.0035714,1891.489286,265.1571429,332.1857143,2.1435,,,68.53194643,595.7535,50.79917857,0.02102763079,0.4522277862,0.6104094974,3.143136557,0.01197998145,0.02123823178,0.003168638649,0.1441832876,0.1654309184,0.05040244288,0.002088385604,113.7,25.3,234.0,560.7,20.5,9.26,7.0,2.31,1.03,,,0.15,9.7,0.75,0.23,,0.42,0.6,314.8,11.3,36.2,6.4,8.5,,,3.0,0.7,6.0,,0.76,,,1.06,0.64,,1512.0,9.2,12.1,,,5027.0,162.5,13.8,,5.3,2.9,,0.5,,640.0,24.1,8.7,,5.22,,533.0227273,,,,,,,,6697.7875
2018-07-31 20:23:19,43.55691911,244.8402004,5.471658848,0.01033804646,3.73218625e-05,532.037116,268.6279016,11.67835198,249.370635,29.89574479,2.258040389,1.559807927,,,,,,,,,,,,,410.025,1892.103571,269.6714286,332.1107143,2.007714286,,,68.41933929,629.9571429,53.29240714,,,,,,,,,,,,113.7,24.3,240.0,561.6,20.3,9.16,7.4,2.52,1.05,0.22,,0.15,10.1,0.88,0.4,,0.43,0.5,355.2,13.8,38.6,7.5,8.6,,,3.7,0.8,7.0,2.2,0.66,,,1.12,0.46,,1611.0,,11.4,1.5,,5070.0,139.9,13.5,,5.8,3.7,,0.5,,665.0,25.7,15.0,,5.37,,558.2590909,,,,,,,,6819.621679
2018-07-31 20:24:59,43.51524532,245.011952,5.469667062,0.01293818286,4.748675643e-05,531.8917345,268.5368615,11.12901663,261.751221,30.53159333,2.301934887,1.564191175,,,,,,,,,,,,,409.9107143,1891.878571,266.775,332.1464286,2.018142857,,,68.07823214,646.0445,53.51414286,0.02715546044,0.4334586351,0.5250522799,3.194903706,0.008505479669,0.02654226376,0.009674899389,0.1315807028,0.1701599069,0.03718976097,0.002484124702,111.3,24.3,235.0,544.6,21.0,9.36,7.4,2.24,1.04,0.23,,0.2,10.6,0.69,0.34,,0.36,,335.3,11.5,37.5,8.5,8.1,,,2.1,0.9,7.1,1.0,,,,1.1,0.77,,1520.0,,13.1,,,5156.0,141.0,12.8,,4.2,1.0,,,,668.0,24.3,10.6,,4.47,,564.1089286,,,,,,,,6769.72475
2018-07-31 20:26:39,43.47365896,245.1808406,5.469421561,0.01234581,4.480086e-05,531.8630393,268.8066583,13.57764209,255.3415167,27.77751089,2.25325918,1.571673176,,,,,,,,,,,,,409.8214286,1890.328571,249.3714286,332.1857143,1.872535714,,,67.88398214,561.0403571,47.58811429,0.01785595848,0.4141990322,0.4945737239,3.012383636,0.01561802065,0.0213963806,0.006522016815,0.1230360466,0.1305480825,0.03250883197,0.002337342901,116.8,24.2,241.0,564.9,22.3,9.47,7.6,2.36,1.01,0.19,,,9.5,0.64,0.36,,0.51,0.5,335.4,11.5,31.0,6.1,7.7,,,3.2,,5.0,,0.66,,,0.76,0.41,,1422.0,,13.7,,,4850.0,126.3,14.1,1.36,3.2,2.1,,,,616.0,22.9,11.3,2.8,5.02,,505.4321429,,,,,,,,6646.454714
2018-07-31 20:28:19,43.43188361,245.3502884,5.469775007,0.01177553179,4.086427857e-05,531.8805389,268.6688121,12.23501546,259.2180792,24.02503964,2.008794761,1.564991036,,,,,,,,,,,,,409.4785714,1889.271429,231.0678571,332.1857143,1.802535714,,,66.57853571,569.3996429,45.78008571,0.01586176532,0.3942249058,0.4958975667,2.992413815,0.01454298564,0.02117373993,0.003572496676,0.1144128867,0.124908789,0.0275285051,0.001881112203,111.3,24.9,235.0,551.3,20.3,9.69,5.9,2.59,1.05,,,,8.4,0.68,0.43,,0.4,,284.4,9.7,29.4,5.5,6.8,,,2.1,0.5,4.6,1.0,0.14,,,0.65,0.65,,1466.0,,13.8,,,4770.0,112.6,13.0,1.4,5.0,4.3,,,,575.0,20.8,8.7,,3.4,,513.9093023,,,,,,,,6608.698821
2018-07-31 20:29:59,43.38939186,245.5200081,5.469445871,0.01343008786,4.836884964e-05,531.9034315,268.7358969,12.95905959,260.0762793,,,,,,,,,,,,,,,,409.4,1888.782143,227.2642857,332.2357143,1.677291667,,,66.12489286,570.8747857,47.29143571,0.01415209019,0.3788448083,0.4353326203,2.92559155,0.008567067624,0.02382701131,0.008273001027,0.1184918171,0.1209639456,0.02018718982,0.001930679013,112.7,24.9,238.0,551.4,20.5,10.09,7.6,2.69,1.15,0.15,0.39,,10.2,0.74,0.28,,0.4,,317.3,10.6,29.2,6.6,5.6,,,2.7,0.6,5.0,1.2,0.72,,,0.85,0.51,,1445.0,,14.0,,,4758.0,109.8,11.2,,4.3,3.1,,,,585.0,23.6,5.7,,2.89,,556.6035714,,,,,,,,6543.661179
2018-07-31 20:31:39,43.34346879,245.6873559,5.470322527,0.0133746075,4.75643325e-05,531.8292106,268.7460328,13.97658082,261.7813355,25.55017457,2.1879081,1.569700202,,,,,,,,,,,,,409.4714286,1888.646429,225.2785714,332.2392857,1.528782609,,,66.47814286,551.104,44.46724286,0.01185439187,0.3765238513,0.4534849652,2.883330078,0.01277701983,0.02195166208,0.007650212605,0.1228856034,0.1272167693,0.02309269676,0.001924625388,116.0,24.3,236.0,550.2,21.7,9.66,6.9,2.11,0.96,0.14,,,8.5,0.69,0.28,,0.37,0.5,241.3,10.0,28.8,4.9,8.1,,,3.1,0.6,4.1,1.3,,,,0.71,0.39,,1320.0,,13.7,,,4420.0,104.2,9.2,,3.3,4.2,,0.6,,562.0,18.8,7.6,,5.19,,522.1863636,,,,,,,,6742.474857
2018-07-31 20:33:19,43.30015061,245.8539979,5.470809518,0.01276558821,4.560844e-05,531.8539299,268.8803416,12.95341902,263.8860657,25.08744393,2.029484365,1.568868874,,,,,,,,,,,,,409.2964286,1888.760714,227.9857143,332.2107143,1.532,,,65.49185714,555.9964286,46.12776429,0.01660057188,0.3791487402,0.4591631544,2.879639939,0.01881871594,0.02809149203,0.00382391898,0.1121307619,0.1160462657,0.02225088745,0.003604018259,110.0,23.9,237.0,542.1,21.6,10.09,7.9,2.49,1.08,,,,9.6,0.87,0.32,,0.52,,265.3,9.8,29.6,6.8,5.4,,,1.7,0.6,4.5,1.8,,,,0.74,0.34,,1374.0,,11.5,,,4791.0,113.4,9.9,,4.5,4.5,,0.7,,546.0,18.3,,,2.82,,508.5555556,,,,,,,,6472.526964
2018-07-31 20:34:59,43.29622875,246.0347295,5.470079171,0.01232400714,4.375991143e-05,531.8674099,269.0225756,14.19058769,270.6877614,25.82746598,1.924989827,1.564535224,,,,,,,,,,,,,409.425,1888.821429,223.6607143,332.2357143,1.390642857,30.33257576,447.5684848,66.26219643,583.2968571,49.77102857,0.009347421806,0.365837897,0.4254102339,2.892473156,0.01391156695,0.0148392434,0.007006452998,0.1074404719,0.1079967597,0.02194056785,0.001864313469,112.9,23.3,234.0,542.2,22.7,9.33,7.5,2.82,1.14,,,0.19,10.3,0.85,0.25,,0.46,0.7,268.7,10.7,27.9,7.0,6.2,,,2.0,,4.0,,,,,0.74,0.46,,1384.0,,12.7,,,4615.0,104.9,11.2,,4.7,3.1,,0.7,,570.0,18.0,7.2,,3.95,,551.5285714,,,,,,,,6478.035929
2018-07-31 20:36:39,43.34646154,246.1653572,5.467229684,0.00708063725,2.205820571e-05,531.9275011,268.9448518,13.07537058,279.2352491,26.59860654,2.073259551,1.550817285,,,,,,,,,,,,,409.5785714,1889.807143,233.3285714,332.2035714,1.334285714,20.843125,415.4551786,66.992375,599.4115,52.01161429,0.01532569508,0.3865654031,0.4396125952,2.960376275,0.02241012181,0.02061626659,0.004061119833,0.1085662009,0.1230640032,0.02598971787,0.001887971613,117.3,24.6,248.0,574.8,22.5,9.02,7.1,2.28,1.08,0.26,,,9.5,0.73,0.31,,0.5,,276.1,11.3,28.0,5.3,6.6,,,3.2,0.6,4.4,1.4,0.29,,,0.56,0.46,,1332.0,,12.8,,,4429.0,128.9,12.5,,4.8,4.1,,,,559.0,21.5,7.6,,4.19,,540.802381,,,,,,,,6554.645036
2018-07-31 20:38:19,43.46120846,246.1365354,5.468086687,0.006421488071,2.012291964e-05,531.8352835,268.8504053,6.797670346,274.6220085,34.352125,2.3273025,1.5648025,,,,,,,,,,,,,410.2178571,1899.871429,302.3678571,332.2392857,1.519107143,10.81728643,393.0064286,68.97651786,853.0402143,67.8928,0.02834450819,0.4979796921,0.6139819035,3.592588106,0.01315256652,0.01770052616,0.005847318441,0.1531765895,0.2018094424,0.05208886122,0.002742358448,113.1,23.5,237.0,560.1,21.9,9.69,7.7,2.69,1.03,0.37,,,10.7,0.77,0.38,,0.54,,405.4,16.6,48.2,9.7,12.7,,,3.5,0.5,12.1,2.2,,,,1.08,0.85,,1632.0,,14.7,5.5,,6057.0,178.9,15.5,,3.9,2.9,,0.8,,729.0,28.9,14.0,,4.43,3.43,674.7382979,,,,,,,,6750.452321
2018-07-31 20:39:59,43.57952168,246.1035298,5.469052298,0.002864535214,5.074235786e-06,531.898091,268.5428121,4.454308926,276.1413157,393.2603499,24.35081487,1.683352884,,,,,,,,,,,,,422.65,2020.403571,1666.45,332.3392857,56.68604348,866.7517647,4136.676471,67.63114286,4124.856429,491.0789286,1.158700792,5.484438579,17.87903398,10.13412118,0.09391515954,1.931927754,0.6679395815,1.488281249,2.587965481,1.535284039,0.1462448284,111.6,23.6,229.0,731.3,27.4,12.04,6.9,2.24,0.95,0.47,0.9,,12.4,0.76,0.35,,1.39,2.9,3473.2,195.3,558.1,70.2,184.3,16.1,,78.2,,145.6,90.6,1.22,2.45,27.88,188.99,84.43,57.27,24860.0,726.0,259.3,1844.2,316.5,26921.0,333.0,39.8,,384.1,930.8,100.9,23.0,,5613.0,352.4,481.6,92.6,7.45,,5966.891071,,,,1115.428571,,,,6825.256607
2018-07-31 20:41:39,43.65428639,246.0114409,5.468893799,0.00867445375,2.813099964e-05,531.9789755,268.7643443,6.297342899,281.637001,42.32095142,2.786433907,1.581814672,,,,,,,,,,,,,410.1464286,1897.6,324.1785714,332.0357143,3.8845,22.99830357,392.8069643,67.92855357,923.5158571,80.42177143,0.05143475996,0.5675067101,1.037858888,3.783947416,0.0305742562,0.08809980465,0.01534769856,0.1688981258,0.2589628142,0.06356308172,0.007533293336,113.5,24.6,242.0,566.6,22.2,9.56,8.1,2.66,1.01,0.18,,,11.1,0.77,0.32,,0.51,0.7,403.9,16.6,53.3,10.6,13.0,2.1,,4.5,0.5,11.3,,0.11,,,2.48,0.93,0.71,2655.0,,17.2,19.5,,6917.0,176.5,15.0,,11.3,13.1,1.5,1.4,,853.0,33.9,11.4,,4.14,,834.1278571,,,,,,,,6581.424429
2018-07-31 20:43:19,43.6501425,245.8455416,5.471015346,0.009128195714,3.027276643e-05,531.9584721,268.7786637,6.938781696,275.4840863,,,,,,,,,,,,,,,,410.0178571,1894.182143,282.5821429,332.0428571,,19.318625,465.1405357,67.71425,741.1195714,64.78190714,0.02683790864,0.4660169446,0.7270542154,3.365546009,0.01304815907,0.0446746559,0.008188120128,0.1543562376,0.167457136,0.05205109015,0.004470370881,114.8,24.6,243.0,565.9,21.6,9.71,7.1,2.2,1.11,0.37,,,10.3,0.85,0.32,,0.6,0.6,364.7,15.2,44.1,8.8,9.8,,,3.1,0.7,10.0,2.4,0.1,,,1.46,0.8,0.23,1887.0,,14.4,12.5,,5786.0,154.0,15.1,,5.6,12.5,0.9,0.7,,724.0,28.5,13.4,,6.37,,678.725,,,,,,,,6763.352893
2018-07-31 20:44:59,43.59640829,245.7293063,5.472920968,0.008114593889,2.617248e-05,531.8417424,268.8502599,11.6252549,279.2217827,30.89357956,2.382004272,1.571527948,1.861,0.017,0.597,,0.001,,,0.005,0.003,0.0073,0.0003,0.006,410.1178571,1892.567857,268.9142857,332.0035714,1.847071429,26.94694643,608.4571429,68.36208929,676.5608571,59.00163571,0.0273696336,0.4368331663,0.6924707461,3.247190772,0.01839071841,0.02308427886,0.005811474599,0.1314962393,0.1693360454,0.03860188911,0.004277832639,112.5,23.0,238.0,565.6,22.8,8.19,6.4,2.35,0.94,0.29,,0.09,11.2,0.71,0.48,,0.57,,335.8,13.3,39.1,8.1,9.6,,,3.6,,8.2,2.0,0.1,,,1.18,0.55,0.11,1697.0,,14.6,6.7,,5399.0,118.2,11.8,,3.5,7.0,,,,685.0,25.8,10.3,,5.49,,649.7778571,,,,,,,,6772.170107
2018-07-31 20:46:39,43.46869393,245.7720504,5.476119071,0.01219910354,4.012556214e-05,531.8182112,268.7544075,11.38851998,272.0123359,29.11306,2.27352,1.54799,,,,,,,,,,,,,409.9785714,1892.307143,263.7892857,331.975,1.738107143,38.07944643,738.8994643,68.15723214,668.5845714,58.28927857,0.02308289877,0.4364557224,0.6131397367,3.171603239,0.01119765143,0.02635329998,0.006083011592,0.1319492768,0.1669450298,0.0336183856,0.004449456486,113.8,25.2,240.0,567.0,20.7,9.93,7.5,2.65,0.84,0.31,,0.41,11.0,0.64,0.28,,0.53,,336.4,12.8,37.7,7.6,9.0,,,3.4,0.6,7.0,1.3,0.78,,,1.08,0.47,,1622.0,,14.0,6.1,,5278.0,128.4,13.1,,4.0,3.1,,0.7,,676.0,24.6,14.6,,6.16,3.64,655.0545455,,,,,,,,6799.032321
2018-07-31 20:48:19,43.35057221,245.8574981,5.474977173,0.01125459275,3.956015071e-05,531.7320316,268.823567,14.47185706,276.2578243,26.41799308,2.190640305,1.559691386,,,,,,,,,,,,,409.4214286,1888.832143,225.6357143,332.0714286,1.557,34.10832143,746.0721429,66.31003571,587.1888571,48.89895,0.02012304865,0.3811228421,0.4366834447,2.918778849,0.008754353152,0.01735081635,0.003395780845,0.1119662189,0.119284637,0.02783820688,0.001885780677,110.7,23.1,241.0,552.6,21.6,9.36,7.0,2.29,0.83,0.3,,,8.9,0.71,0.33,,0.38,0.6,261.0,10.8,29.1,5.2,7.3,,,2.1,0.5,4.2,1.8,,,,0.72,0.5,,1419.0,,12.2,1.3,,4797.0,104.8,10.8,,3.5,5.4,,,,593.0,18.2,,,4.96,,573.6330645,,,,,,,,6621.385357
2018-07-31 20:49:59,43.32867129,246.0354009,5.473926601,0.0121049548,4.2332922e-05,531.7756697,268.8589074,13.42011175,266.8755351,26.09523568,1.916270144,1.554117143,,,,,,,,,,,,,409.2964286,1888.175,224.8,331.8714286,1.498791667,30.42123214,690.2591071,65.59258929,578.7695714,46.87972857,0.0123253867,0.3603448685,0.407298657,2.91044667,0.01456003136,0.02184308142,0.003261475247,0.09858253375,0.1127044782,0.02442073738,0.006526446512,115.4,23.3,238.0,561.8,22.0,9.7,8.6,2.51,1.0,0.19,,,10.2,0.72,0.33,,0.56,0.6,273.8,11.7,28.9,6.2,6.5,,,2.6,,4.4,1.3,,,,0.72,0.36,,1461.0,,11.9,,,4911.0,100.1,7.5,,3.8,5.0,,0.6,,592.0,19.7,10.5,,4.84,,592.8907143,,,,,,,,6504.263179
2018-07-31 20:51:39,43.39325264,246.1443283,5.469827724,0.008182403607,2.4708535e-05,531.9483011,269.0392721,11.80288448,282.0939229,31.771765,2.1729725,1.55098,,,,,,,,,,,,,410.1821429,1893.496429,275.3,331.8857143,1.498708333,19.74932143,613.0069643,68.55982143,705.3554286,61.44000714,0.01817232069,0.4339234734,0.5569238491,3.211516438,0.01592742779,0.02888320442,0.004577349732,0.1420503604,0.1860085537,0.03308262843,0.002745610173,119.0,23.9,244.0,576.2,22.7,9.32,8.1,2.36,0.94,0.36,,,9.4,0.69,0.34,,0.61,,360.4,15.3,41.9,7.5,8.8,1.6,,4.8,0.6,7.8,1.7,0.62,,,1.02,0.59,,1679.0,,14.4,,,5394.0,144.1,14.6,,3.6,5.4,,0.7,,726.0,27.0,18.6,,,3.5,896.8571429,,,,,,,,6753.637357
2018-07-31 20:53:19,43.51053389,246.108087,5.468170811,0.007095673429,2.117985964e-05,531.9457442,268.9120038,7.569840124,276.4476764,35.4350479,2.375001561,1.550432525,,,,,,,,,,,,,410.1928571,1895.221429,279.1714286,331.9535714,1.280464286,11.5006,511.5235714,68.65839286,742.2101429,63.46695,0.01648057496,0.4585911482,0.6023961335,3.271136262,0.01487565071,0.01629930009,0.004179218841,0.1401197187,0.1691418978,0.04296002655,0.003301428092,119.1,25.3,253.0,595.3,22.0,9.49,7.5,2.78,0.94,0.33,,,9.4,0.72,0.35,,0.75,,360.2,15.3,42.8,7.4,9.9,,,4.4,0.9,9.9,,,,,1.16,0.71,,1686.0,,13.4,,,5142.0,163.0,12.8,,4.6,4.1,,,,723.0,28.0,18.7,,3.36,,924.201938,,,,,,,,6972.167321
2018-07-31 20:54:59,43.62848,246.0714732,5.469750889,0.007747717321,2.116105354e-05,531.9032593,268.9916617,6.878488924,270.0674084,326.0054931,18.32126853,1.693996873,6.066,6.966,2.388,0.357,0.013,,,0.054,0.059,0.0337,0.0141,0.012,423.0071429,2050.385714,1678.653571,332.4321429,55.89982143,3110.453054,8115.790714,67.68564286,3007.056429,309.9677,1.162273643,5.349663472,16.7499154,9.568083295,0.09150597947,1.710749235,0.7482270661,1.388306476,2.587750179,1.52717186,0.1813936367,114.0,23.5,239.0,835.4,27.0,11.39,,3.15,1.04,0.58,,,14.5,0.66,0.26,,1.89,3.8,2639.2,255.0,727.9,86.6,244.1,21.2,,146.5,,210.9,133.2,4.14,5.73,46.38,263.74,120.02,95.29,31584.0,1106.2,347.5,2403.8,445.3,30364.0,344.7,47.9,5.19,479.6,1219.3,166.0,39.1,,8304.0,501.1,1239.5,171.9,9.02,,9272.612143,,,,,,,,6776.302821
2018-07-31 20:56:39,43.74903425,246.0447914,5.468342477,0.01049004654,3.082932571e-05,531.86278,268.4745848,2.326047715,301.7042687,101.0538468,6.393759815,1.675149241,4.339,3.76,1.574,0.135,0.011,,,0.026,0.037,0.0328,0.0089,0.007,411.0535714,1925.767857,551.7785714,331.85,11.14296429,82.10357143,620.0592857,68.98526786,2264.916429,256.0123571,0.2255766116,1.633458998,4.496078094,5.124666836,0.03952593874,0.3543900766,0.114332404,0.4452879304,0.6966311732,0.3339494256,0.03735813268,116.2,24.6,243.0,639.3,22.6,9.96,8.2,2.16,0.85,0.41,,,11.0,0.74,0.31,,0.82,1.3,948.1,70.2,195.8,26.7,64.0,5.9,,37.2,0.7,35.6,21.4,2.86,1.02,6.27,41.97,18.86,6.98,9391.0,324.0,92.8,466.3,63.6,12964.0,285.6,28.7,3.46,100.2,219.1,16.9,3.9,,2364.0,112.3,234.9,16.3,6.65,2.53,2923.481333,,,,342.3973333,,,,6761.670893
2018-07-31 20:58:19,43.86853911,246.0173735,5.46902281,0.004771773,1.329371582e-05,531.7484829,268.3261724,0.1628940798,293.5935144,66.6838025,4.179715,1.6745275,,,,,,,,,,,,,407.8071429,1910.392857,408.2428571,331.6892857,9.021892857,65.29655357,679.5326786,64.03803571,1564.253429,174.02565,0.1575071605,1.197746624,3.2091438,4.714077961,0.02155893,0.2211146204,0.1708824846,0.3319731128,0.4657728281,0.2492081854,0.05579367866,115.3,24.1,246.0,609.8,24.0,9.52,7.4,2.08,0.85,,,,10.4,0.67,0.17,,0.64,0.9,594.8,51.3,143.4,18.8,43.1,4.6,,27.0,,27.3,16.8,3.2,6.32,11.37,25.73,12.85,3.64,6938.0,202.0,67.3,278.7,20.6,10599.0,314.0,30.9,12.49,108.1,174.3,7.4,2.6,,1756.0,87.4,163.8,10.5,4.92,,1709.358052,,,,,,,,7067.977357
2018-07-31 20:59:59,43.98970914,245.9885314,5.468966902,0.007526705464,2.478519464e-05,531.8332759,268.2465425,3.193759021,192.4166832,27.46999226,1.514274319,1.612087787,,,,,,,,,,,,,406.9714286,1888.685714,222.0428571,331.6678571,2.04475,57.62251786,679.9164286,59.268375,582.255375,56.123575,0.05060994047,0.3574238832,0.963477693,3.655813939,0.01412420622,0.03499734082,0.06132676403,0.125860123,0.132219076,0.06045673408,0.02245001584,116.3,24.4,244.0,565.7,22.8,9.41,6.9,2.54,0.92,0.32,,,10.9,0.67,0.31,,0.43,0.7,247.8,12.0,37.2,6.5,9.6,1.7,,5.8,0.7,6.1,2.0,0.88,1.64,3.52,2.25,1.03,0.32,2584.0,16.6,16.4,24.0,,6118.0,235.2,24.1,2.79,87.6,76.9,0.8,1.2,,596.0,21.8,27.1,,4.43,,699.3832143,,,,,,,,6710.69775
2018-07-31 21:01:39,44.01345711,246.0850719,5.472199428,0.009483258893,3.370855464e-05,531.366017,268.2039884,7.604369618,224.0327944,26.99035027,1.68324137,1.605897032,,,,,,,,,,,,,406.9107143,1888.496429,216.9428571,331.6678571,1.699291667,53.513,755.1660714,58.39198214,,,0.03674489533,0.3796360637,0.8693799065,3.659075565,0.02157932161,0.0245233072,0.02432141921,0.1375454948,0.1375314122,0.05351374069,0.02004880749,113.4,24.2,239.0,553.5,22.0,10.37,7.9,2.51,0.89,0.2,,,9.9,0.86,0.29,,0.43,,254.3,12.7,36.3,7.9,10.6,1.8,,5.2,0.7,5.6,3.0,2.49,1.59,2.93,1.99,1.1,0.15,2316.0,16.1,15.2,18.5,,6053.0,213.8,19.7,2.07,79.8,65.5,0.6,1.6,,579.0,18.7,25.9,,2.96,,556.0833333,,,,,,,,6810.043071
2018-07-31 21:03:19,43.89782389,246.1202817,5.47455603,0.003632012893,1.039381918e-05,531.4203971,268.1584579,0.9996645282,167.3468786,43.5804991,2.397787588,1.643662689,,,,,,,,,,,,,407.1107143,1897.646429,282.25,331.6178571,3.870035714,56.05114286,871.12,61.40492857,928.0855,94.65165714,0.07378987124,0.7257200986,1.636226208,4.061931273,0.01482268116,0.07232035873,0.07296067134,0.2035284227,0.2833736946,0.1255028153,0.0298173322,110.9,24.6,245.0,584.3,23.6,10.87,8.2,2.3,0.97,0.14,,,10.1,0.67,0.32,,0.52,0.7,420.2,29.3,82.1,14.0,24.9,,,15.0,,15.2,8.9,1.83,2.6,4.14,9.42,4.97,1.05,4033.0,56.3,30.6,114.0,,8293.0,258.9,28.7,4.02,95.7,120.2,2.0,2.0,,1111.0,,77.4,,3.74,,879.1216606,,,,,,,,6917.960571
2018-07-31 21:04:59,43.7777115,246.1505708,5.472788731,0.007345391214,2.017279536e-05,531.3732409,268.3961585,1.869618031,333.4317919,55.1903825,3.1099425,1.6670675,2.709,1.691,0.962,0.047,0.001,,,0.014,0.013,0.0122,0.0042,0.001,406.9107143,1909.525,376.4642857,331.5,5.4195,67.72803571,786.6483929,63.52082143,1357.954929,137.1018643,0.1097030713,1.065664135,2.42490752,4.563500816,0.03376643605,0.121348687,0.1477891539,0.2723443603,0.4270725021,0.1995149188,0.04284536778,116.4,25.5,250.0,604.6,25.1,11.01,9.1,2.52,1.16,,,,9.6,0.62,0.32,,0.58,0.9,652.6,39.3,106.7,14.4,30.1,2.5,,18.3,,16.4,11.2,2.77,4.79,6.67,11.67,6.2,1.25,4536.0,78.0,37.4,139.2,,9586.0,337.6,26.2,9.91,92.6,160.5,2.2,2.2,,1363.0,,108.0,6.2,3.43,,1205.565357,,,,96.45285714,,,,8925.009214
2018-07-31 21:06:39,43.65813732,246.189015,5.474475412,0.009985013679,2.94190025e-05,531.4075405,268.4833936,9.255503347,286.2116599,196.799166,12.88913059,1.688179904,,,,,,,,,,,,,414.7392857,1963.428571,988.6535714,331.8392857,25.11921429,281.2648571,1325.630536,77.04164286,4219.528571,502.309,0.4683759608,3.123006055,9.314250768,7.330484957,0.04966885665,0.752443676,0.2236246335,0.8920577748,1.412438911,0.7651631337,0.04462714799,114.9,24.7,245.0,711.7,26.7,9.86,9.1,2.47,1.02,0.23,,,12.1,0.7,0.26,,0.99,1.8,1922.9,109.7,297.6,40.5,90.0,9.9,,57.6,,62.5,34.3,2.63,0.48,7.95,60.51,30.13,10.49,13738.0,379.5,139.5,793.0,,18825.0,292.8,32.3,4.38,167.7,349.0,15.8,3.3,,3661.0,,407.7,30.7,6.5,,4879.038636,,4701.838636,,619.0086364,,,4.173181818,6723.25875
2018-07-31 21:08:19,43.53579275,246.2326286,5.476422712,0.005766146179,1.495030571e-05,531.4711216,268.6139558,8.671186147,277.683522,52.86437051,3.534921977,1.603698832,,,,,,,,,,,,,410.9178571,1905.032143,370.1714286,331.7,5.386107143,68.407225,739.8266071,68.06267857,1138.013143,117.0467143,0.08675361904,0.7574989415,1.75996686,4.036281497,0.02195141902,0.1426672073,0.03467418858,0.2293392551,0.3521711348,0.1315701092,0.01272719032,115.3,24.2,244.0,621.2,25.5,9.95,6.6,2.57,0.9,0.25,0.16,,11.6,0.7,0.27,,0.62,,474.2,32.7,92.9,13.8,25.1,3.7,,13.2,,19.2,6.8,0.13,0.27,1.21,11.35,5.2,2.09,4464.0,75.3,36.7,145.8,,8669.0,211.9,19.9,,34.2,73.6,6.3,2.0,,1302.0,,89.3,6.7,6.93,,1506.306786,,,,,,,,6740.477607
