Key,Sensitivity,Factor,Case
VOCCO - toe,213.82387249557752,VOCCO,toe
VOCCO - toe,209.75697897715094,VOCCO,toe
VOCCO - toe,216.12873798832283,VOCCO,toe
VOCCO - toe,209.52713446589232,VOCCO,toe
VOCCO - toe,184.84186286606098,VOCCO,toe
VOCCO - toe,177.62236680396109,VOCCO,toe
VOCCO - toe,183.67964292977024,VOCCO,toe
VOCCO - toe,192.7629964456803,VOCCO,toe
VOCCO - toe,194.4367546106711,VOCCO,toe
VOCCO - toe,174.85364448861282,VOCCO,toe
VOCCO - toe,197.82850763796648,VOCCO,toe
VOCCO - toe,196.01126316338915,VOCCO,toe
VOCCO - toe,209.51037906028904,VOCCO,toe
VOCCO - toe,213.61956297917376,VOCCO,toe
VOCCO - toe,194.83078723413078,VOCCO,toe
VOCCO - toe,183.3153820909397,VOCCO,toe
VOCCO - toe,191.06960574521995,VOCCO,toe
VOCCO - toe,215.9772451879705,VOCCO,toe
VOCCO - toe,181.59334340119955,VOCCO,toe
VOCCO - toe,186.55305258748658,VOCCO,toe
VOCCO - toe,194.00356660742366,VOCCO,toe
VOCCO - toe,166.28366010106586,VOCCO,toe
VOCCO - toe,180.97375160846696,VOCCO,toe
VOCCO - toe,174.40500982151727,VOCCO,toe
VOCCO - toe,200.09777669148616,VOCCO,toe
VOCCO - toe,208.80539943293095,VOCCO,toe
VOCCO - toe,180.40844112225156,VOCCO,toe
VOCCO - toe,204.1705555931642,VOCCO,toe
VOCCO - toe,214.66667455341533,VOCCO,toe
VOCCO - toe,194.56854543167609,VOCCO,toe
VOCCO - toe,185.8092011683718,VOCCO,toe
VOCCO - toe,208.96012859548296,VOCCO,toe
VOCCO - toe,195.7986322126562,VOCCO,toe
VOCCO - toe,205.12755663911835,VOCCO,toe
VOCCO - toe,194.73610495537986,VOCCO,toe
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - near_field,13.596238178751253,default,near_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - far_field,6.83738961317433,default,far_field
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
default - toe,194.18523420206515,default,toe
I - near_field,2.4725642796226204,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,7.436266287626405,I,near_field
I - near_field,0.029407953065339526,I,near_field
I - near_field,-0.009170260204235246,I,near_field
I - near_field,2.6552354608313196,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,2.172069619068836,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,0.009474388168542873,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,9.188989914845918,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,5.804917007891176,I,near_field
I - near_field,6.592233445820711,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,3.6588785315560606,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,10.407238132587466,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,9.390132230737883,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,9.72479633529387,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,8.420892088438682,I,near_field
I - near_field,0.9072270220521811,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,11.943830617274507,I,near_field
I - near_field,9.0812220162039,I,near_field
I - near_field,12.079786737598443,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,7.824368088654232,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,5.3992865694900924,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,7.774490249205367,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,0.004788460342562284,I,near_field
I - near_field,8.58058610826922,I,near_field
I - near_field,6.653596741083419,I,near_field
I - near_field,2.926584300865544,I,near_field
I - near_field,1.7238557637105192,I,near_field
I - near_field,2.8153255173562033,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,4.12696423411799,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,9.955658214566617,I,near_field
I - near_field,4.24592684180555,I,near_field
I - near_field,3.0954410110119173,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,0.008027897476146883,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,0.4877600914762241,I,near_field
I - near_field,3.5840777022227415,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,5.6465701011175735,I,near_field
I - near_field,0.06300933554164141,I,near_field
I - near_field,9.861531441012968,I,near_field
I - near_field,10.712946920864445,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,0.9414454410520399,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,0.007599057497216683,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,10.464474077254474,I,near_field
I - near_field,7.615379505992419,I,near_field
I - near_field,13.596238178751253,I,near_field
I - near_field,9.581480246547361,I,near_field
I - near_field,2.557873582653554,I,near_field
I - near_field,6.195376890236761,I,near_field
I - near_field,10.77473192608449,I,near_field
I - near_field,8.640890317533996,I,near_field
I - near_field,13.596238178751253,I,near_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,0.0025524816946344378,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,1.435021290931416,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.004383002361672,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,0.11278584944843192,I,far_field
I - far_field,2.280246807179712,I,far_field
I - far_field,6.734061097954308,I,far_field
I - far_field,6.5066466643552365,I,far_field
I - far_field,-2.8102305807742438e-18,I,far_field
I - far_field,0.32872862673419645,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,5.869945369267474,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.140213632391379,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,3.55466734265749,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,3.839367760061077,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,3.5183793435104302,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.75766172596646,I,far_field
I - far_field,6.271528246709067,I,far_field
I - far_field,0.4027984419461024,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,4.990107648411319,I,far_field
I - far_field,3.9826868558215853,I,far_field
I - far_field,5.105168317654024,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,4.393105483038894,I,far_field
I - far_field,0.2611943456818559,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,0.5853566746633072,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,0.019162877909559867,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,0.47710465523568346,I,far_field
I - far_field,0.31788142088323057,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,2.071271260016753,I,far_field
I - far_field,2.9857368789811924,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.75766172596646,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.734061097954308,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.271528246709067,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,0.005525016428727881,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,0.8877297616788575,I,far_field
I - far_field,2.6748847856868916,I,far_field
I - far_field,5.5057271294485695,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,4.956949466274861,I,far_field
I - far_field,3.5183793435104302,I,far_field
I - far_field,6.594815864068818,I,far_field
I - far_field,1.8139331139738846,I,far_field
I - far_field,6.410948579411532,I,far_field
I - far_field,4.372247804442443,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,5.911718492784164,I,far_field
I - far_field,0.8877297616788575,I,far_field
I - far_field,-2.8102305807742438e-18,I,far_field
I - far_field,6.58595868686055,I,far_field
I - far_field,5.030460978362709,I,far_field
I - far_field,6.036555244253913,I,far_field
I - far_field,6.6889935258329665,I,far_field
I - far_field,1.9337052234150074e-18,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - far_field,6.83738961317433,I,far_field
I - toe,65.50101135617365,I,toe
I - toe,194.18523420206515,I,toe
I - toe,0.0798330576170867,I,toe
I - toe,194.07245125529238,I,toe
I - toe,90.73805944318666,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,-0.06093742185361466,I,toe
I - toe,192.12957931793713,I,toe
I - toe,194.18523420206515,I,toe
I - toe,-0.046120761023509094,I,toe
I - toe,86.5268427383717,I,toe
I - toe,127.47833471083362,I,toe
I - toe,20.93933217685678,I,toe
I - toe,194.18523420206515,I,toe
I - toe,86.5268427383717,I,toe
I - toe,194.18523420206515,I,toe
I - toe,1.6165317129207393,I,toe
I - toe,194.18523420206515,I,toe
I - toe,102.38079346664564,I,toe
I - toe,194.18523420206515,I,toe
I - toe,32.267557885570504,I,toe
I - toe,138.99962785132942,I,toe
I - toe,194.18523420206515,I,toe
I - toe,0.023462597708565208,I,toe
I - toe,77.61625849474646,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,3.7870225676498444,I,toe
I - toe,151.55187574010475,I,toe
I - toe,194.18523420206515,I,toe
I - toe,19.669311041875925,I,toe
I - toe,188.18293334176045,I,toe
I - toe,138.50759478485762,I,toe
I - toe,193.4397722458434,I,toe
I - toe,194.18523420206515,I,toe
I - toe,80.54052748786114,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,181.12720880000458,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,163.0313196070882,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,153.5032315862991,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.11062105722928,I,toe
I - toe,155.05011864337308,I,toe
I - toe,70.72516322596323,I,toe
I - toe,194.18523420206515,I,toe
I - toe,42.32252299157009,I,toe
I - toe,182.6083567805506,I,toe
I - toe,125.99424239596085,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,21.414621364173847,I,toe
I - toe,194.18523420206515,I,toe
I - toe,163.4836815706064,I,toe
I - toe,0.04775961022110478,I,toe
I - toe,182.07328961118006,I,toe
I - toe,194.18523420206515,I,toe
I - toe,-0.04531459928230804,I,toe
I - toe,194.07245125529238,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,194.18523420206515,I,toe
I - toe,162.03441660031964,I,toe
I - toe,194.18523420206515,I,toe
I - toe,163.58018535533682,I,toe
I - toe,194.18523420206515,I,toe
I - toe,128.58365006701717,I,toe
I - toe,24.617078216406874,I,toe
I - toe,194.18523420206515,I,toe
I - toe,139.40489205412487,I,toe
I - toe,194.18523420206515,I,toe
I - toe,72.80091320679473,I,toe
I - toe,125.0228290227307,I,toe
I - toe,194.18523420206515,I,toe
I - toe,98.43565233050413,I,toe
I - toe,-0.046330782070038996,I,toe
I - toe,102.93486602123723,I,toe
I - toe,130.18885898865793,I,toe
I - toe,152.34414997944052,I,toe
I - toe,164.2813586401594,I,toe
I - toe,194.18523420206515,I,toe
CH2OCO - near_field,13.49133226878747,CH2OCO,near_field
CH2OCO - near_field,13.39738141317117,CH2OCO,near_field
CH2OCO - near_field,13.591229694699162,CH2OCO,near_field
CH2OCO - near_field,13.247682276126858,CH2OCO,near_field
CH2OCO - near_field,13.494610041604622,CH2OCO,near_field
CH2OCO - near_field,13.557429001221658,CH2OCO,near_field
CH2OCO - near_field,13.441804916390526,CH2OCO,near_field
CH2OCO - near_field,13.820629855719456,CH2OCO,near_field
CH2OCO - near_field,13.968177306478504,CH2OCO,near_field
CH2OCO - near_field,13.606637666464081,CH2OCO,near_field
CH2OCO - near_field,13.624850880932964,CH2OCO,near_field
CH2OCO - near_field,13.45383055028357,CH2OCO,near_field
CH2OCO - near_field,13.714684752221764,CH2OCO,near_field
CH2OCO - near_field,13.64174827173248,CH2OCO,near_field
CH2OCO - near_field,13.72152831559104,CH2OCO,near_field
CH2OCO - near_field,13.527139683843734,CH2OCO,near_field
CH2OCO - near_field,13.36928931891572,CH2OCO,near_field
CH2OCO - near_field,13.423264058842415,CH2OCO,near_field
CH2OCO - near_field,13.695504670766157,CH2OCO,near_field
CH2OCO - near_field,13.52848867097424,CH2OCO,near_field
CH2OCO - near_field,13.634659878799157,CH2OCO,near_field
CH2OCO - near_field,13.477100623707074,CH2OCO,near_field
CH2OCO - near_field,13.51590923906627,CH2OCO,near_field
CH2OCO - near_field,13.67853966157276,CH2OCO,near_field
CH2OCO - near_field,13.544969792158875,CH2OCO,near_field
CH2OCO - near_field,13.685270476732645,CH2OCO,near_field
CH2OCO - near_field,13.914280839286224,CH2OCO,near_field
CH2OCO - near_field,13.527655788046962,CH2OCO,near_field
CH2OCO - near_field,13.612796971598375,CH2OCO,near_field
CH2OCO - near_field,13.676419340966392,CH2OCO,near_field
CH2OCO - near_field,13.318321135076026,CH2OCO,near_field
CH2OCO - near_field,13.34760244096091,CH2OCO,near_field
CH2OCO - near_field,13.728893450610668,CH2OCO,near_field
CH2OCO - near_field,13.369768079365729,CH2OCO,near_field
CH2OCO - near_field,13.562979263151282,CH2OCO,near_field
CH2OCO - near_field,13.620024394537941,CH2OCO,near_field
CH2OCO - near_field,13.366660389885608,CH2OCO,near_field
CH2OCO - near_field,13.56281937783509,CH2OCO,near_field
CH2OCO - near_field,13.599121525190826,CH2OCO,near_field
CH2OCO - near_field,13.469522239013347,CH2OCO,near_field
CH2OCO - near_field,13.49571409608785,CH2OCO,near_field
CH2OCO - near_field,13.49620865389592,CH2OCO,near_field
CH2OCO - near_field,13.769235570672912,CH2OCO,near_field
CH2OCO - near_field,13.51676076466589,CH2OCO,near_field
CH2OCO - near_field,13.516690828662751,CH2OCO,near_field
CH2OCO - near_field,13.593938670453642,CH2OCO,near_field
